user_id,prod_id,rating,label,date,review
110383,705,5.0,-1,2014-10-30,"[u'manhattan', u'must', u'try', u'la', u'pulperia', u'warm', u'atmosphere', u'ambiance', u'restaurant', u'make', u'want', u'stay', u'hours', u'celebrity', u'restaurant', u'din', u'every', u'customer', u'treat', u'warmth', u'attentiveness', u'staff', u'chefs', u'creations', u'brilliant', u'pull', u'together', u'flavor', u'augment', u'invigorate', u'palate', u'supplement', u'meal', u'one', u'unique', u'amaze', u'cocktails', u'bar', u'one', u'best', u'din', u'experience', u'life']"
7929,465,5.0,-1,2013-03-19,"[u'like', u'pizza', u'hut', u'dominos', u'dont', u'write', u'review', u'real', u'pizza', u'2nd', u'best', u'pizza', u'ny', u'best', u'coal', u'oven', u'pizza', u'ny', u'facts', u'discussion', u'line', u'long', u'service', u'suuuuuuckkkss', u'drop', u'20', u'guy', u'look', u'like', u'lurch', u'seat', u'party', u'4', u'rather', u'quickly', u'know', u'crook', u'hey', u'new', u'yaawwwkk', u'want', u'good', u'pizza', u'come', u'stuff', u'face', u'like', u'crappy', u'pizza', u'probably', u'wont', u'like', u'stuff', u'avoid', u'place', u'like', u'things', u'like', u'2', u'brothers', u'papa', u'johns', u'dominos', u'digiornos', u'ffrozen', u'pizzeria', u'uno', u'little', u'ceasars', u'pizza', u'hut', u'pizza', u'nothing', u'like', u'pizza', u'artisian', u'pizza', u'want', u'grow']"
61852,659,5.0,-1,2014-04-21,"[u'come', u'multiple', u'time', u'since', u'2006', u'consistently', u'good', u'food', u'service', u'ok', u'wait', u'get', u'long', u'careful', u'time']"
119684,604,4.0,-1,2014-11-25,"[u'good', u'affordable', u'take', u'food', u'chinese']"
20467,72,2.0,-1,2010-06-13,"[u'make', u'totto', u'ramen', u'decent', u'shack', u'1', u'youre', u'go', u'serve', u'pork', u'ramen', u'put', u'two', u'waferthin', u'silverdollarsized', u'cut', u'superfatty', u'pork', u'2', u'increase', u'noodletobroth', u'ratio', u'run', u'noodles', u'halfway', u'bowl', u'broth', u'3', u'make', u'veggiefriendly', u'sisters', u'vegetarian', u'bowl', u'vegetables', u'look', u'old', u'like', u'theyd', u'run', u'ingredients', u'poor', u'schlub', u'run', u'back', u'walkin', u'scrounge', u'anything', u'look', u'like', u'vegetable', u'inexcusable', u'restaurant', u'week', u'old', u'veggies', u'couldnt', u'gross', u'already', u'unless', u'try', u'4', u'chrissakes', u'dont', u'add', u'dollar', u'egg', u'vegetarian', u'bowl', u'youre', u'already', u'rap', u'us', u'11', u'pricetag', u'broth', u'crappy', u'vegetables', u'man', u'give', u'egg', u'overall', u'pretty', u'darn', u'disappoint', u'especially', u'since', u'live', u'literally', u'20', u'yards', u'away', u'ill', u'give', u'another', u'try', u'couple', u'months', u'ill', u'stick', u'prepackaged', u'ichiban', u'ramen', u'75', u'40', u'minute', u'wait']"
14867,50,5.0,-1,2011-07-22,"[u'joju', u'glad', u'place', u'open', u'elmhurst', u'elmhurst', u'need', u'vietnamese', u'sammich', u'place', u'banh', u'mi', u'ftw', u'haha', u'ive', u'joju', u'almost', u'everyday', u'ever', u'since', u'open', u'im', u'tell', u'must', u'put', u'sort', u'crack', u'oh', u'good', u'cant', u'stay', u'away', u'recommend', u'number', u'2', u'3', u'4', u'6', u'2', u'lemongrass', u'chicken', u'3', u'bbq', u'pork', u'4', u'beef', u'bulgogi', u'6', u'pork', u'belly', u'drink', u'also', u'pretty', u'good', u'know', u'neighborhood', u'youll', u'know', u'many', u'bubble', u'tea', u'place', u'jojus', u'drink', u'fresh', u'drink', u'also', u'interest', u'youre', u'one', u'people', u'want', u'try', u'something', u'new', u'get', u'something', u'different', u'rather', u'usual', u'milk', u'tea', u'haha', u'really', u'like', u'kiwi', u'strawberry', u'mango', u'slush', u'super', u'good', u'everything', u'make', u'super', u'fresh', u'dont', u'forget', u'workers', u'super', u'nice', u'kindness', u'overpower', u'hahayoull', u'happy', u'youve', u'buy', u'something', u'store', u'know', u'edit', u'joju', u'extend', u'menu', u'whole', u'bunch', u'combination', u'banh', u'mi', u'two', u'personal', u'favorites', u'really', u'really', u'enjoy', u'would', u'signature', u'banh', u'mi', u'9', u'joju', u'monster', u'classic', u'bbq', u'pork', u'combine', u'fry', u'egg', u'theres', u'15', u'green', u'egg', u'ham', u'vietnamese', u'ham', u'two', u'fry', u'egg', u'ever', u'like', u'like', u'mine', u'runny', u'special', u'green', u'bauss', u'sauce', u'hahaha', u'yumo', u'add', u'fry', u'egg', u'sandwich', u'get', u'runny', u'medium', u'well', u'do', u'scramble', u'egg', u'white', u'definitely', u'make', u'difference', u'make', u'sammich', u'taste', u'much', u'better', u'also', u'really', u'enjoy', u'eat', u'appetizers', u'like', u'beef', u'bulgogi', u'summer', u'roll', u'best', u'spring', u'roll', u'also', u'really', u'good', u'like', u'spicy', u'sweet', u'sour', u'sauce', u'cant', u'forget', u'soygarlic', u'glaze', u'chicken', u'wing', u'theres', u'crack', u'tell', u'ya', u'black', u'sesame', u'milkshake', u'winner', u'matcha', u'green', u'tea', u'milkshake', u'really', u'good', u'time', u'personal', u'favorite', u'drink', u'would', u'strawberry', u'lemon', u'green', u'tea', u'infusion', u'slush', u'refresh']"
42403,479,4.0,-1,2012-04-15,"[u'lic', u'market', u'small', u'restaurant', u'locate', u'44', u'drive', u'close', u'citi', u'build', u'everything', u'bore', u'try', u'burger', u'partner', u'try', u'spaghetti', u'meals', u'great', u'service', u'good', u'partner', u'order', u'whine', u'stick', u'glass', u'water', u'space', u'cozy', u'although', u'small', u'scale', u'next', u'time', u'try', u'sweets']"
17015,62,5.0,-1,2011-01-17,"[u'one', u'favorite', u'japanese', u'restaurant', u'past', u'7', u'years', u'consistency', u'quality', u'ive', u'try', u'almost', u'everything', u'menu', u'absolutely', u'must', u'daikon', u'salad', u'chawanmushi', u'egg', u'custard', u'sakagura', u'make', u'like', u'miso', u'beef', u'pork', u'belly', u'make', u'sure', u'get', u'rice', u'w', u'dont', u'bother', u'w', u'sushi', u'focus', u'home', u'style', u'cuisine', u'thats', u'moat', u'special', u'thing', u'sakagura', u'huge', u'collection', u'sake']"
116555,659,1.0,-1,2014-11-14,"[u'wow', u'disaster', u'say', u'go', u'place', u'base', u'review', u'frankly', u'must', u'plant', u'place', u'horrible', u'many', u'korean', u'restaurants', u'new', u'york', u'around', u'world', u'even', u'live', u'korea', u'2', u'years', u'worst', u'experience', u'ever', u'beef', u'bulkogi', u'almost', u'flavorless', u'frankly', u'never', u'worse', u'pork', u'bulkogi', u'pretty', u'tasty', u'soup', u'come', u'good', u'though', u'service', u'horrendous', u'waitress', u'bring', u'us', u'meat', u'unceremoniously', u'dump', u'beef', u'grill', u'turn', u'around', u'never', u'return', u'spread', u'cook', u'time', u'cook', u'pork', u'also', u'big', u'deal', u'run', u'side', u'dish', u'water', u'dip', u'sauce', u'lettuce', u'time', u'finish', u'beef', u'son', u'order', u'3', u'barbeque', u'entrees', u'2', u'appetizers', u'would', u'think', u'could', u'water', u'glass', u'refill', u'restaurant', u'almost', u'desert', u'wasnt', u'busy', u'speak', u'side', u'dish', u'kimchi', u'good', u'side', u'range', u'good', u'much', u'please', u'never', u'go', u'place', u'ripoff', u'horrible', u'service', u'poor', u'food', u'many', u'many', u'better', u'place', u'eat', u'korean', u'bbq', u'new', u'york']"
113537,342,5.0,-1,2012-12-28,"[u'one', u'fully', u'halal', u'place', u'manhattan', u'clean', u'service', u'always', u'friendly', u'food', u'always', u'fresh', u'love', u'go', u'definitely', u'try', u'lentil', u'soup', u'lamb', u'doner', u'kebab', u'chicken', u'chop', u'come', u'rice', u'salad', u'warm', u'bread', u'definitely', u'recommend', u'turkish', u'baklava']"
60444,893,5.0,-1,2009-09-01,"[u'godthe', u'best', u'sandwich', u'ever', u'kid', u'methe', u'mr', u'blumburgaamazing', u'pho', u'real', u'taste', u'like', u'pho', u'sandwich', u'best', u'part', u'deliver', u'anytime', u'247', u'order', u'right']"
22958,78,1.0,-1,2011-05-22,"[u'place', u'awful', u'eat', u'portion', u'large', u'food', u'horrible', u'get', u'garlic', u'bread', u'appetizer', u'burn', u'taste', u'like', u'days', u'old', u'try', u'ravioli', u'meat', u'saucechef', u'boyardee', u'waaay', u'better', u'italian', u'food', u'everything', u'taste', u'like', u'freeze', u'food', u'four', u'us', u'one', u'like', u'anything', u'water']"
64747,280,4.0,-1,2013-11-08,"[u'excellent', u'price', u'delicious', u'sandwich', u'everything', u'fresh', u'first', u'time', u'last', u'thursday', u'french', u'goat', u'cheese', u'sandwich', u'sweet', u'figs', u'perfect', u'regular', u'sure', u'thank', u'god', u'block', u'work']"
9220,33,4.0,-1,2011-11-30,"[u'utterly', u'fell', u'love', u'intimate', u'romantic', u'restaurant', u'yesterday', u'even', u'food', u'great', u'local', u'organic', u'important', u'know', u'food', u'eat', u'come', u'abc', u'know', u'well', u'chef', u'dan', u'know', u'make', u'simple', u'vegetable', u'look', u'taste', u'irresistible', u'restaurant', u'quite', u'big', u'feel', u'welcome', u'much', u'noise', u'next', u'home', u'store', u'walk', u'around', u'shop', u'dinner', u'love', u'crab', u'toast', u'free', u'range', u'crispy', u'chicken', u'still', u'want', u'discover', u'menu', u'great', u'job', u'guy']"
65483,286,2.0,-1,2012-07-06,"[u'good', u'friendly', u'service', u'price', u'high', u'quality', u'cook', u'ingredients', u'seem', u'care', u'portion', u'size', u'presentation', u'would', u'recommend', u'management', u'owner', u'hard', u'look', u'actually', u'offer', u'huge', u'discrepancy', u'appearance', u'place', u'ultimately', u'deliver', u'plate', u'two', u'expensive', u'dish', u'seafood', u'stew', u'fish', u'day', u'really', u'disappoint', u'quality', u'disregard', u'execution', u'ingredients', u'seafood', u'stew', u'clearly', u'make', u'can', u'tomatoes', u'fish', u'poorly', u'prepare']"
119136,602,1.0,-1,2012-02-29,"[u'check', u'ny', u'time', u'article', u'rank', u'every', u'restaurant', u'health', u'code', u'royale', u'receive', u'c', u'grade', u'evidence', u'mice', u'live', u'mice', u'facilitys', u'food', u'andor', u'non', u'food', u'areasewwwww']"
68795,812,4.0,-1,2014-03-09,"[u'wait', u'staff', u'great', u'hosthostesses', u'sort', u'snotty', u'dont', u'believe', u'15', u'minute', u'wait', u'line', u'food', u'wonderful', u'fave', u'e', u'ciccoria', u'fave']"
63811,412,5.0,-1,2013-01-22,"[u'heaven', u'simply', u'heaven', u'worth', u'wait', u'line', u'move', u'fast', u'without', u'doubt', u'try', u'rise', u'petal', u'pistachio', u'caramel', u'best', u'things', u'life', u'free', u'2nd', u'best', u'expensive', u'good', u'things', u'come', u'wait', u'consider', u'things', u'line', u'pay', u'muah']"
8397,414,4.0,-1,2014-03-19,"[u'love', u'variety', u'type', u'meatballs', u'serve', u'arugula', u'salad', u'special', u'cordon', u'bleu', u'meatballs', u'parmesan', u'cream', u'waiter', u'recommend', u'eat', u'every', u'bite', u'waiter', u'prompt', u'helpful', u'food', u'come', u'quickly', u'cookies', u'icecream', u'dessert', u'huge', u'portion', u'share', u'go', u'2', u'pm', u'friday', u'wait']"
4137,547,5.0,-1,2014-01-14,"[u'space', u'spectacular', u'fresh', u'look', u'sorry', u'see', u'tabla', u'close', u'see', u'chef', u'floyd', u'cardoz', u'new', u'space', u'new', u'food', u'palate', u'amuse', u'guest', u'beverage', u'manager', u'jason', u'hopple', u'put', u'together', u'amaze', u'wine', u'list', u'location', u'around', u'corner', u'battery', u'park', u'city', u'shake', u'shack', u'prime', u'financial', u'district', u'food', u'service', u'outstanding', u'crowd', u'consist', u'mainly', u'1', u'wall', u'street', u'crowd', u'table', u'bad', u'item', u'eat', u'menu', u'still', u'crave', u'tuna', u'curdo', u'tasty', u'beautiful', u'look']"
12726,41,4.0,-1,2009-09-21,"[u'love', u'cachapas', u'place', u'best', u'cachapas', u'ever', u'must', u'go', u'yeah', u'price', u'13', u'little', u'much']"
30919,95,4.0,-1,2013-07-10,"[u'pork', u'buns', u'far', u'better', u'momofuku', u'ones', u'ohyesidid']"
39643,133,2.0,-1,2009-08-20,"[u'live', u'2', u'block', u'toms', u'certain', u'days', u'saturdays', u'line', u'would', u'soo', u'long', u'toms', u'new', u'york', u'live', u'bk', u'5', u'years', u'ive', u'hear', u'much', u'toms', u'great', u'pancakes', u'stuff', u'well', u'dissappointed', u'food', u'order', u'bland', u'home', u'fry', u'soggy', u'pancakes', u'spectacular', u'either', u'guess', u'fancy', u'butter', u'syrups', u'give', u'u', u'make', u'pancakes', u'better', u'anywho', u'dissapointed', u'prefer', u'shanes', u'cafe', u'instead']"
92945,465,3.0,-1,2014-09-12,"[u'ok', u'nothing', u'special', u'worth', u'wait']"
99074,486,5.0,-1,2011-02-17,"[u'consistently', u'great', u'fresh', u'food', u'cheap', u'fun', u'sit', u'others', u'appreciate', u'food', u'price', u'people', u'world', u'try', u'dont', u'want', u'go', u'anywhere', u'else', u'14th', u'st', u'good', u'people', u'interaction', u'start', u'place', u'get', u'busier', u'busier', u'wish', u'would', u'open', u'locations', u'brooklyn', u'maybe', u'thank', u'years', u'quality', u'food', u'pleasant', u'staff']"
145912,208,5.0,-1,2009-07-26,"[u'busters', u'unique', u'extremely', u'cheap', u'extremely', u'delicious', u'extremely', u'healthygreen', u'decide', u'check', u'holeinthewall', u'review', u'menupages', u'neighborhood', u'isnt', u'nice', u'start', u'get', u'suspicious', u'good', u'place', u'would', u'saw', u'restaurant', u'decide', u'go', u'small', u'incredibly', u'charm', u'high', u'ceilings', u'clean', u'unique', u'paint', u'wall', u'magazines', u'read', u'give', u'good', u'homely', u'feel', u'server', u'seem', u'know', u'customers', u'quite', u'well', u'would', u'even', u'chat', u'time', u'guess', u'someone', u'goesthey', u'return', u'order', u'sandwich', u'probably', u'one', u'best', u'sandwich', u'ive', u'ever', u'bread', u'toast', u'bits', u'whole', u'grain', u'meat', u'fresh', u'juicy', u'cheese', u'thick', u'ooze', u'melt', u'whole', u'plate', u'fresh', u'veggies', u'side', u'price', u'subway', u'sandwich', u'10000times', u'tastier', u'fresher', u'care', u'put', u'sandwich', u'would', u'find', u'fancier', u'sandwich', u'shop', u'would', u'charge', u'twice', u'amount', u'half', u'size', u'ie', u'le', u'pain', u'quotidien', u'famous', u'tiny', u'portion', u'drink', u'look', u'amaze', u'would', u'order', u'one', u'couldnt', u'even', u'finish', u'food', u'much', u'food', u'lady', u'next', u'order', u'capaccino', u'look', u'amaze', u'please', u'dont', u'flock', u'fast', u'still', u'want', u'able', u'find', u'seat', u'also', u'takeout', u'cater']"
20034,70,1.0,-1,2012-04-02,"[u'past', u'sunday', u'april', u'1', u'2011', u'friend', u'go', u'shabutatsu', u'weekend', u'lunch', u'special', u'porkseafood', u'soy', u'milkmiso', u'hotpot', u'midway', u'finish', u'hotpot', u'friend', u'bite', u'something', u'crunchy', u'sour', u'turn', u'cockroach', u'friend', u'eat', u'half', u'cockroach', u'traumatize', u'run', u'restroom', u'throwup', u'everything', u'eat', u'waitress', u'apologize', u'manager', u'call', u'later', u'day', u'apologize', u'say', u'inform', u'owner', u'incident', u'owner', u'call', u'us', u'apologize', u'monday', u'even', u'owner', u'hasnt', u'call', u'us', u'shabutatsu', u'use', u'one', u'favorite', u'restaurants', u'city', u'horrify', u'experience', u'friends', u'never', u'go']"
6247,18,5.0,-1,2011-07-06,"[u'place', u'great', u'quality', u'products', u'good', u'bread', u'great', u'well', u'meats', u'salads', u'cappuccino', u'one', u'citys', u'best', u'want', u'cheap', u'sandwich', u'go', u'mcdonalds', u'dont', u'leave', u'review', u'place', u'price', u'people', u'review', u'great', u'neighborhood', u'spot', u'friendly', u'staff']"
135623,722,4.0,-1,2012-12-03,"[u'love', u'atmosphere', u'original', u'couscous', u'show', u'simple', u'perfect']"
57109,244,5.0,-1,2014-01-22,"[u'smithfield', u'local', u'pub', u'never', u'replace', u'plan', u'residential', u'development', u'neighborhood', u'feel', u'chelsea', u'chip', u'away', u'overdevelopment', u'rezoning']"
160657,917,4.0,-1,2013-11-25,"[u'order', u'tavuk', u'izgara', u'special', u'chargrilled', u'breast', u'freerange', u'chicken', u'serve', u'rice', u'pilaf', u'day', u'takeout', u'lunch', u'everything', u'good', u'perfectly', u'season', u'include', u'rice', u'im', u'still', u'crave', u'two', u'days', u'later', u'im', u'sure', u'ill', u'back', u'try', u'something', u'new', u'mention', u'reasonablypriced', u'menu']"
134982,797,5.0,-1,2013-05-16,"[u'wait', u'ridiculous', u'totally', u'worth', u'end', u'friends', u'split', u'different', u'pizzas', u'try', u'spicy', u'honey', u'nice', u'take']"
136499,728,5.0,-1,2014-12-14,"[u'great', u'sport', u'bar', u'many', u'big', u'screen', u'polite', u'friendly', u'staff', u'upscale', u'food', u'excellent', u'highly', u'recommend']"
4133,490,4.0,-1,2009-12-18,"[u'would', u'say', u'place', u'intimidate', u'upon', u'arrival', u'french', u'castle', u'decor', u'petite', u'chandeliers', u'drape', u'hang', u'ceilings', u'host', u'model', u'appearance', u'strict', u'sleek', u'black', u'white', u'attire', u'mandatory', u'coat', u'check', u'front', u'crowd', u'also', u'tune', u'upscale', u'dinner', u'reservations', u'recommend', u'accommodate', u'slight', u'wait', u'enjoy', u'special', u'cocktails', u'fruit', u'puree', u'spirit', u'dinner', u'expect', u'upscale', u'restaurant', u'everything', u'unique', u'exquisitely', u'present', u'small', u'portion', u'big', u'plat', u'service', u'outstanding', u'cater', u'every', u'wish', u'serve', u'menu', u'warm', u'snack', u'post', u'dinner', u'palate', u'cleansers', u'cookie', u'tray', u'experience', u'say', u'least', u'make', u'special', u'find', u'environment', u'really', u'romantic', u'perfect', u'date', u'bathrooms', u'downstairs', u'also', u'french', u'castle', u'style', u'expensive', u'delicious', u'memorable', u'get', u'food', u'souvenir', u'form', u'pound', u'cake', u'freshly', u'bake', u'bakery', u'type', u'thing', u'way', u'coat', u'make', u'worthwhile']"
19395,66,4.0,-1,2014-09-12,"[u'love', u'tacos', u'dont', u'forget', u'get', u'meat', u'chicken', u'combo', u'taste', u'delicious', u'ive', u'search', u'good', u'place', u'get', u'tacos', u'long', u'time', u'soooo', u'yummy']"
58687,483,5.0,-1,2014-11-14,"[u'girlfriend', u'live', u'area', u'definitely', u'consider', u'pepe', u'giallo', u'one', u'canteens', u'summer', u'try', u'get', u'table', u'lovely', u'garden', u'especially', u'like', u'place', u'casual', u'really', u'get', u'good', u'food', u'price', u'pay', u'favorite', u'entrees', u'salmon', u'pasta', u'balsamic', u'chicken', u'also', u'serve', u'wine', u'carafe', u'decent', u'price', u'european', u'vibe', u'restaurant', u'really', u'pleasant', u'service', u'finally', u'strongly', u'improve', u'speak', u'foreign', u'language', u'one', u'waiters', u'fill', u'twice', u'tip', u'us', u'2', u'years', u'ago', u'obviously', u'unacceptable']"
47864,182,1.0,-1,2014-09-22,"[u'didnt', u'eat', u'brief', u'interaction', u'reservation', u'people', u'decide', u'eat', u'nyc', u'really', u'dont', u'go', u'far', u'get', u'better', u'food', u'remember', u'one', u'thing', u'bohemian', u'rudeness', u'ingredient', u'food', u'btw', u'whoever', u'want', u'get', u'harass', u'number', u'2123881070']"
128960,668,3.0,-1,2011-05-25,"[u'service', u'ok', u'really', u'like', u'options', u'pasta', u'outstanding', u'orgasmic', u'fresh', u'rare', u'see', u'anything', u'area', u'fresh', u'pasta', u'everything', u'else', u'ok', u'taste', u'gelato', u'antipasta']"
54781,616,4.0,-1,2012-10-15,"[u'go', u'ai', u'fiori', u'celebrate', u'anniversary', u'start', u'cocktail', u'bar', u'drink', u'excellent', u'bar', u'tender', u'definitely', u'get', u'us', u'good', u'start', u'cocktails', u'seat', u'dinner', u'four', u'course', u'prix', u'fixe', u'start', u'amuse', u'potato', u'leek', u'soup', u'relatively', u'simple', u'dish', u'well', u'make', u'course', u'fry', u'sweetbreads', u'squid', u'ink', u'pasta', u'pork', u'loinpork', u'belly', u'gnocchi', u'sweetbreads', u'good', u'though', u'little', u'much', u'bread', u'flavor', u'bread', u'bite', u'overpower', u'maybe', u'little', u'much', u'salt', u'well', u'feel', u'theme', u'generally', u'like', u'salty', u'quite', u'lot', u'squid', u'ink', u'pasta', u'amaze', u'mixture', u'shell', u'fish', u'would', u'definitely', u'get', u'pasta', u'main', u'course', u'also', u'good', u'gnocchi', u'incredibly', u'light', u'pork', u'belly', u'tender', u'pork', u'loin', u'beautifully', u'medium', u'rare', u'wife', u'get', u'beef', u'entree', u'also', u'excellent', u'service', u'good', u'get', u'attentive', u'informative', u'without', u'overbear', u'always', u'helpful', u'question', u'food', u'though', u'good', u'quite', u'one', u'level', u'would', u'give', u'five', u'star', u'everything', u'good', u'nothing', u'completely', u'blow', u'mind', u'amount', u'money', u'want', u'blow', u'away']"
110787,555,4.0,-1,2013-01-07,[u'yummy']
157476,247,4.0,-1,2013-07-01,"[u'like', u'wasabi', u'ramen']"
43769,156,5.0,-1,2013-11-13,"[u'place', u'amaze', u'im', u'gluten', u'free', u'doesnt', u'really', u'matter', u'food', u'great', u'really', u'authentic', u'italian', u'little', u'super', u'cute', u'place', u'cozy', u'atmosphere', u'friendly', u'helpful', u'staff', u'owner', u'italy', u'yesterday', u'introduce', u'tell', u'us', u'bite', u'story', u'grow', u'rice', u'verona', u'rice', u'eat', u'restaurant', u'ill', u'definitely', u'go', u'back']"
58677,903,1.0,-1,2012-07-24,"[u'place', u'terrible', u'service', u'order', u'two', u'mains', u'get', u'one', u'correct', u'didnt', u'care', u'give', u'us', u'chequenot', u'good', u'experience', u'honeymoon', u'new', u'zealand']"
88830,447,4.0,-1,2010-06-28,"[u'base', u'review', u'id', u'read', u'sister', u'decide', u'try', u'place', u'get', u'right', u'around', u'9pm', u'quickly', u'serve', u'drink', u'app', u'order', u'take', u'flat', u'buns', u'sister', u'polentasooooo', u'good', u'im', u'usually', u'proscut', u'fan', u'like', u'comfort', u'food', u'ravioli', u'dish', u'end', u'meal', u'hazelnut', u'gelato', u'apps', u'drink', u'meal', u'dessert', u'felt', u'reasonably', u'price', u'would', u'definitely', u'recommend', u'get', u'good', u'night', u'wave', u'entire', u'staff', u'leave']"
56389,484,5.0,-1,2012-11-16,"[u'deeeeeeeeeerishious', u'go', u'away', u'long', u'line', u'hate']"
98289,658,4.0,-1,2013-12-02,"[u'awesome', u'food']"
156318,919,5.0,-1,2013-11-11,"[u'admit', u'bad', u'mood', u'prior', u'come', u'husband', u'pick', u'restaurant', u'feel', u'wasnt', u'go', u'like', u'cant', u'remember', u'ha', u'anyway', u'glad', u'come', u'get', u'gluten', u'free', u'dairy', u'free', u'eggplant', u'ravioli', u'amaze', u'blow', u'mind', u'ravioli', u'could', u'good', u'without', u'gluten', u'dairy', u'inspire', u'get', u'regular', u'bread', u'gluten', u'free', u'gluten', u'free', u'much', u'better', u'everything', u'great', u'would', u'love', u'go', u'back', u'next', u'time', u'im', u'city']"
140610,741,2.0,-1,2011-03-26,"[u'listen', u'food', u'great', u'regular', u'customer', u'various', u'restaurant', u'policies', u'infuriate', u'example', u'couple', u'friends', u'decide', u'go', u'330', u'go', u'thier', u'chicken', u'meatballs', u'waiter', u'inform', u'us', u'would', u'serve', u'us', u'chicken', u'meatballs', u'4pm', u'couldnt', u'even', u'put', u'order', u'wait', u'say', u'stay', u'order', u'brunch', u'menu', u'come', u'fellas', u'today', u'call', u'4pm', u'order', u'food', u'tell', u'start', u'deliveries', u'430pm', u'ask', u'could', u'place', u'order', u'deliverd', u'430', u'tell', u'call', u'back', u'430', u'would', u'take', u'order', u'make', u'furious']"
