user_id,prod_id,rating,label,date,review
933,0,5.0,-1,2014-01-21,pretty cool place...good food...good people
934,0,5.0,-1,2014-01-20,"all around good place, cozy, I came in and didn't have a huge appetite but just stuck to the appetizers...which my friend and I did the combo platter of and we were more than full with it."
935,0,5.0,-1,2011-01-31,Fabulous Authentic Greek Food!!! This little spot is bold with great flavors. Knowledgable host that describes the layers of a food like you were sitting in the kitchen watching the preparation. If you are a true foodie you don't want to miss Snack!
936,0,5.0,-1,2008-07-07,Perfection.  Snack has become my favorite late lunch/early dinner spot.  Make sure to try the butter beans!!!
937,0,4.0,1,2014-10-15,"Tiny little place, but very good food. Pastitsio was especially good."
938,0,5.0,1,2014-10-10,I had the braised lamb sandwich and was one of the best sandwiches of my life. Do yourself a favour and try this place! Friendly service and cosy atmosphere.
939,0,3.0,1,2014-10-03,"This spot is close to my job so I decided to check it out for lunch. The prices are just about what you would expect for Soho/""South Village"" sit-down lunch prices; my meal came out to $20 for a mint lemonade and a decent-sized salad. I ordered what I think may have been a special, a roasted chicken & vegetable salad. The chicken was unbelievably dry, to the point where I had tough time chewing without choking a bit. It was served on a bed of arugula which could have chopped a little finer as it was in full, hard to eat pieces. When I eat a salad, I expect it to be cut down to make for easier bites. Not necessarily a chopped salad, just pieces that will actually fit in your mouth without chopping it up yourself. Basically, I don't want to use a knife to eat a salad. However, service was friendly & quick and the restaurant itself was comfortable, albeit tiny. I would go back to try something else, but probably not for a salad."
940,0,4.0,1,2014-09-16,"For lunch, my friend and I had: -Lamb sandwich, juicy and flavorful. -Roasted beet salad, pretty big portion. Good thing my friend shared it with me; otherwise I think I would so bored eating only beets, and a few leaves of greens. -Classic Greek Avolemono, basically a very tangy chicken broth with orzo. My friend really likes it at this place. The place is small. There are only 6 tables, but they do delivery. Good service if you decide to dine in."
941,0,5.0,1,2014-08-10,"Needed a quick, healthy light ""lunch"" and this place was perfect! Next time I'll definitely have yo plan better so I can try some of their hardier sandwiches and dishes. ALL the food looked AMAZING and the items we had were DELICIOUS!"
942,0,4.0,1,2014-06-17,Their artichoke chicken salad is good and plenty.
943,0,5.0,1,2014-05-24,"Some good Big Greek cooking!! Came to City on a gorgeous Sunday after a brutal winter one of the first clear sunny crisp Sundays to walk about Soho one of my fav's to do... And we were hungry and decided to try this hole in a wall gem!  Literally a hole in the wall which I think is perfect I believe they have 5 tables and it's so small the restroom is down the hall! The food is delicious...had the hummus, warm pita, lamb stew was fresh & just perfect, pastitsio (sp?) was perfect and portion were just enough! They dimmed the lights lit candles and it was a perfect way to end a Sunday...full tummy, wine, a real gem! The service is good hard not to be in such a small place! You feel like your in someone's home with other guest - the cooking is down home good!"
944,0,4.0,1,2014-05-21,"Needed a quick bite and stopped here because of the reviews.  It's really cute and small inside. Had the roasted sandwich and it was good.  Service was very friendly, too.  Nice place to break from shopping"
945,0,5.0,1,2014-04-10,Food was delicious and service was great. Good atmosphere for a quick bite alone or to catch up with friends.
946,0,5.0,1,2014-03-29,"Awesome hole in the wall place to grab a quick bite. Great music, great vibes and great service. The lentil soup and steak sandwich was absolutely to die for. The space is really small yet cozy."
947,0,5.0,1,2014-03-21,"I love this place! Great soups and Greek salad and spinach pie and tuna sandwiches. I've been a fan for years. The dining ""room"" is small and cramped but prices are low and the food is always fresh and delicious. I've only been there for lunch and look forward to going back for dinner. Services is fine -- not special - but more than adequate for a special little SOHO secret gem"
948,0,5.0,1,2014-03-08,The food is amazing! The service is equally amazing! My friends and I are definitely coming back to this place.
949,0,4.0,1,2014-03-01,"Quick, delicious and filling. After a few hours of shopping in SoHo we were starving. They couldn't accommodate the three of us at first (it's tiny), but took my number and called us back like 15 mins later. Fresh ingredients and the flavors hit all the right notes. The pastitsio was delicate, the hummus was creamy and the dolmades werent too dense, or tart. Service was with a smile, too. Definitely good to try on a mellow Saturday afternoon."
950,0,4.0,1,2014-01-24,"Delicious, consistent, well-priced. Food tastes clean and feels like its made with love."
951,0,5.0,1,2014-01-18,"Really quaint little ""hole in the wall"" kind of stop. Only a block away from the avenue of the Americas in Soho. There's only 4 tables for about 8 people at anytime but it didn't seem too much of a problem at 1:30pm on a Saturday. Really freshly authentic Greek food and pure cane sugar soft drinks were definitely something different. Definitely worth 5 stars. Relatively cheap as well."
952,0,5.0,1,2014-01-16,Delicious lamb sandwich
953,0,4.0,1,2013-10-17,"So... as you may notice from some of my other reviews... i am not the healthiest eater (.. I DO try).  Snack has about the BEST Greek Salad I have ever tasted.  Big juicy tomatoes... crunchy fresh cucumbers...fantastic olive oil dressing.  I don't eat greek salads typcially - but I do eat them at Snack...Actually, I crave them when visting New York.  You should try it!"
954,0,4.0,1,2013-10-02,"Novelty meets Mediterranean meets SoHo. This place can only squeeze in about 8-10 at 2 seater tables; and I do mean squeeze! But its a money spot for lunch or a quick on the go bite. Go for their lamb sandwich, the dressings are fantastic flavor pairings. If you're looking for something lighter for both your stomach and your wallet, try the soup. The Mediterranean sandwich is full of veggies too. Great variety, cute location, good food."
955,0,2.0,1,2013-09-10,"Been meaning to try this place for a while-highly recommended by a friend. Had the tuna sandwich...good but got TERRIBLY SICK after word. Also, sage tea was nice."
956,0,5.0,1,2013-08-22,"If you're looking for authentic Greek and a cozy atmosphere, this is the place. Seriously, it's cozy. There are maybe 5-6 tables in this place. However, despite it's tininess, the server was very helpful to each and every customer in the restaurant. My girlfriend and I had to wait a few minutes to be seated but he took the time to explain some of the Greek drinks and menu items to us. The service was fantastic and and the food was prepared very quickly, and though I'm new to the city, I'm certain it will stay on my list for a very long time as being the best Greek I have ever had. We ordered the Tzatziki cucumber yogurt, Houmus, and Tiropitakia cheese triangles. I strongly recommend this place!"
957,0,4.0,1,2013-08-02,"Great find in SoHo.  We could have been satisfied with the huge Greek salad and side of hummus, but also got a chicken souvlaki sandwich special that was killer.  It's a small place but really charming and worth checking out."
958,0,4.0,1,2013-06-23,"The taramosalata is to die for.  I recommend the Shrimp Santorini. Also, my good friend who is Greek loves this restaurant and says it tastes very authentic!"
959,0,4.0,1,2013-04-30,"What a pleasant little shop. Tiny, cute, liquor license, credit cards accepted, intimate....perfection ensues We went for a light dinner and ordered the roasted red pepper salad and the lamb koftikas. The salad had tons of red peppers, a bit potent, but very good. But the Lamb Koftikas, omg, have you ever wondered what you're doing wrong? What's that missing secret ingredient? Well look no further, it's pine nuts. How did I not know this, add it to meatballs and you're in for a treat. The wait staff was extremely pleasant and made wandering randomly into Snack a great experience. I will have to come back when I can eat more than half of an entree."
960,0,4.0,1,2013-04-16,"This place is TINY! I think it fits 10 people max. Keep that in mind when considering to come here on a weekend night. The food was great though and setting romantic! I recommend coming here if you're in the area and there is an open seat. Oh word of warning, but i guess it's standard for smaller shop establishments in NYC, i saw a roach on the wall here."
961,0,5.0,1,2013-04-10,Lamb sandwich... mmm... eat here.
962,0,2.0,1,2013-03-25,I ordered the spinach pies. Not very good. Soggy. No real taste. Also got the artichoke chicken salad. Portion size was huge but chicken was dry     .
963,0,5.0,1,2013-03-02,"This tiny cafe on Thompson has been a favorite of mine for years, and I'll tell you why. Everything is fresh and the attention to detail makes it a keeper. The lamb sammie on ciabatta is melt in your mouth chunks of lamb, with roasted onions and pretty much to die for. It's big enough for two gals to share, for sure. My favorite soup of all time, they rock here -- the Avgolemono is super lemony and perfect, with al dente orzo. Served with toasted slivers of olive oil coated fresh bread. And in every take away bag then toss little twists of waxed paper filled with a few Jordan almonds. Pretty adorable, since I'm a sucker for these little touches."
964,0,4.0,1,2013-02-20,I was impressed! This was my first time picking up food from Snack. I had no idea it was a Greek place after walking by a few times. I was pleasantly surprised by the quality at this tiny but quaint eatery. I'm half Greek so I've had a lot of Avgolemeno soup - I got the Snack version and was totally blown away! I loved the big orzo rice and the flavor was perfectly lemony and super delicious. The Chicken Artichoke salad was WOW! Its huge and there was a generous amount of roasted chicken and all of the other fresh and tasty toppings. My minor suggestion for the kitchen would be to cook the potatoes just a little more. But that didn't affect the overall amazingness of this salad. This will definitely be a place I will be visiting again!
965,0,4.0,1,2013-02-14,"Ohhh Snack. I love you, Snack. I order from here often since it's close to my work and their delivery is always precise and on-time. Their avgolemono and vegetarian souvlaki are fantastic and I hope that one day, maybe, I'll be able to replicate their giant beans in that delicious dill tomato sauce. I haven't yet eaten in the store itself, but I'm sure it'll be just as enjoyable as digging into my brown paper sack for the best (and still reasonably priced) lunch I can find in SoHo."
966,0,3.0,1,2012-12-19,"I don't understand the whole ""You can't order off the lunch menu if you're sitting down for dinner"" thing, especially when your restaurant is empty.  You'd think they'd be glad for the chance to earn a tip and the glass of wine or 2 I might order... but I guess not.  -1 star for that... The lamb sandwich to go though was pretty awesome.  I'd go back and try a sit down dinner, but I guess I wouldn't be able to have that sandwich again."
967,0,4.0,1,2012-12-15,"Perfect for what the name implies: great butter bean salad and even better winter soups. Perfect for dates or other one-on-one dinner. I wouldn't bring a part of more than four here - it's exclusively single tables and seats maybe 14 all together. Really a gem, especially because it doesn't advertise itself as a Greek restaurant, but the food is definitely Mediterranean."
968,0,4.0,1,2012-11-16,"Really delicious sandwich- had the lamb. It was enormous and I was able to eat it in two meals. Tight though, so I'd recommend grabbing and going. Definitely a neat block to visit for lunch if you ever get bored of Sullivan st. Plus they accept credit cards!"
969,0,2.0,1,2012-10-25,"I went to this place once before and LOVED it. I bragged about it to a friend and took her to eat there last week. Well, it wasn't good a second time around and that is a shame. We ordered the tuna salad, skordalia (garlic dip) and chicken souvlaki sandwich. The tuna salad was fine - I really can't complain about that. The skordalia was not fine and was more like soup than a dip. So watery and not authentic at all. The chicken souvlaki sandwich was ice cold. Like it was in a freezer. Also to add to the disappointment was the super weird waitress. Maybe she was overwhelmed or something..I don't know.  Anyway, can't say I'd go back and that's a bummer because I really liked it the first time."
970,0,4.0,1,2012-10-07,"Delicious, savory, creamy--try the pastitsio, vegetarian mousaka, stuffed grape leaves, baklava. Lunch-wise, I wouldn't recommend the artichoke/chicken salad--the big chunks of chicken resembled the big chunks of potato. Lovely atmosphere--just a few tables lined up along a mirrored wall, across from imported canned goods. Intimate at night, and bright and charming at lunch."
971,0,4.0,1,2012-09-16,Super small but it felt cozy rather than cramped. Get the lamb sandwich!!!
972,0,1.0,1,2012-08-12,"Lacklustre service, soggy lukewarm spinach pie and two-day-old cucumber salad. Go to Local instead!"
973,0,3.0,1,2012-08-03,"I am Greek, and a huge fan of Greek food, so a bit of a tough critic, but Snack is very good. Not fantastic, but pretty good. The tzatziki and hummus is awesome, but make sure to get extra pita!"
974,0,4.0,1,2012-07-25,"A friend recommended I try Snack - was really surprised at how much I liked it. The grape leaves were really good. I don't know what they put in them, but I'm pretty sure they laced them w/ amazing. The feta appetizer special equally good. Only ""eh"" was the grilled octopus, WAY overcooked, almost like it was day old microwaved. But, 4 out of 5 shared appetizers is a win for me."
975,0,2.0,1,2012-06-29,"Followed the great Yelp reviews to grab a sandwich here for lunch. Didn't realize it opens at 12, showed up at 11:50. The person working there opened the door and said they wouldn't be open for 10 minutes, which didn't seem like a big deal. Then she kept telling people it would be a few more minutes, until we were finally allowed in close to 12:05. I ordered the chicken sandwich and lemonade. When there was some confusion with whether we were paying together or separate, the same person who begrudgingly let us in expressed exasperation - she clearly wasn't having a good day. After we sorted the order, she told us to wait outside, in the heat - even though there were no other people in the place! The sandwiches were finally ready after 12:20. Snotty service, half an hour wait, $14 for a sandwich and a tiny lemonade... and the sandwich was cold, on a very tough roll and lacking flavor - I couldn't even finish it. Maybe I picked the wrong thing on the menu, but I won't be going back here. The Potbelly sandwich I had for $5.50 last night was much better."
976,0,5.0,1,2012-05-31,YUMS! I just tried the Carp Roe and it's sooooooooooooo good! I like the Feta with Tomato too! The Combination Platter is the jam.
977,0,3.0,1,2012-05-13,"I'm going to start off by admitting my rating may be influenced by the fact that I have to go way out of my way to get to this place. So I might be judging it more harshly because I expect it to be better given the effort to get there. Service is great. Everyone in the cozy restaurant is very friendly and helpful when it comes to suggestions of what to order. The place is probably best for a quiet lunch date as it is cramped. I definitely wouldn't come with a group of kids or girlfriends during a shopping excursion. I find the lamb sandwich incredibly overpriced (around $11) and definitely not worth it. It was pretty darn small and stingily filled. It has a lot of flavor while being flavorless. That is, I feel like the actual ingredients are kind of flavorless, the lamb, the vegetables, etc. but all the seasoning is an overpowering mishmash of tastes so you end up with something indistinct. The spanakopitakia are tiny little triangles of yummy, flaky, buttery, spinach-y goodness. They might be a little rich for some but I love them. Definitely great as an appetizer or as a light snack on their own. The baklava is good. Not spectacular but everyone has their own preferences when it comes to baklava. I find the layers a bit too dry and I wish the flavor was a little more nutty and less dependent on spices for taste. Overall, I'm not sure if I'll be back but it's a nice place to stop in if you're in the area. I will say that the times I've been in I've seen people ordering salads which looked delicious so maybe that's their specialty."
978,0,2.0,1,2012-04-30,"Stopped in for lunch takeout during work.  I asked the server what is better: Roasted Vegetable Sandwhich or Vegetable Souvlaki.  He replied boastfully with the Vegetarian Souvlaki.   Apparently he enjoys tzatziki sauce running out of his pita, down his hands and all of his face.  Unfortunately, I do not.  The taste didn't make up for the mess!"
979,0,4.0,1,2012-04-11,"Delicious.  Get there early for a seat, or better yet, order take-out and snag a table down the block in the corner park. Favorites:  Artichoke Chicken Salad, Feta Cheese Meze --"
980,0,5.0,1,2012-03-30,"I was trying to wait until after my headrush died down before posting, but it has been an hour and I am still relaxed and in a great mood from the Lamb sandwich.  It was fantastic, got it to go."
981,0,4.0,1,2012-03-13,mmm very tasty. Kind of cramped though.
982,0,3.0,1,2012-03-05,"Nice little Greek restaurant that serves authentic Greek dishes but don't go if you're looking for a gyro (the only type of Greek food I'd ever had). Its a very small, quaint restaurant (seats a total of 10 people). The food was very good (I had a veal and rice dish) but the portions were just a little small."
983,0,4.0,1,2012-02-22,"a whole in the wall, but get there outside regular lunch hours and it's all good Salads are nice portions and very tasty Mint lemonade is delicious very tasty lamb meatballs I guess if you go there more than 10 times, it's a good sign. nice staff too no 5 stars because it's quite impossible to go there with more than one person"
984,0,4.0,1,2012-02-13,Small place big on taste. Stopped in with my wife after shopping. Absolutely delicious. very friendly waitress too
985,0,5.0,1,2012-01-05,most neighborhood-y place in the neighborhood.
986,0,3.0,1,2012-01-05,"This place is nice but the menu is very limited. Food is very good, as is the service. Space is really small, so make sure to get a reservation."
987,0,4.0,1,2011-12-18,We would love to come here more often. But its a small place and there is always a long wait. We like everything we've tried and will definitely come back again.
988,0,3.0,1,2011-12-13,"Snack is an adorable little restaurant. It is quite small, so you'll have to be comfortable being very close to your neighbor. We went for dinner. The menu is heavy Mediterranean.  There weren't any sandwiches on the dinner menu. The service was good. There is a very small greek wine list and beer menu. I am not a huge fan of either. The food was good. They have great thick pita. The humous was spicy, which I wasn't expecting, but loved. We also had the spanakopita, also pretty good. We shared the chicken dish, which came with delicious green beans. The potatoes were a little bland. For desert we had the baklava. Very good. A little different than I've had I think there were cloves in it.   Overall, we enjoyed the meal."
989,0,5.0,1,2011-12-08,"Living near by, I come here all the time. The food is great, the staff are friendly and the atmosphere is very relaxed. Absolutely recommend it-- great for a date."
990,0,4.0,1,2011-12-04,"My friend and I stumbled in here purely by accident- but it was a happy accident! We were just looking for some lite bites and what a perfect find! We both had the classic Avgolemono soup, and although it was a bit on the salty side, it was fantastic. We also split the Roasted 1.0 sandwich, which was also very fresh and very good, and a generous size. It's such a cute, cozy atmosphere with a bit of 50's diner edge to it. Our waiter was great- so cute/friendly. I really enjoyed it here! I think I'll go out of my way to go back there again."
991,0,4.0,1,2011-11-10,"This place is so small, they have 5 tables inside and it's pretty cramped. We ordered: - Greek Iced Coffee: So good! Coffee lovers, you have to try this. - Some lemon soup? Very citrusy, but I love lemon, so I thought this was very refreshing. - Lamb Sandwich: Loved it, my friends ordered the Tuna Sandwich and the Chicken Sandwich, but I liked mine the most. The lamb was cooked and flavored well. Good place for a meal if you enjoy eating Mediterranean food."
992,0,4.0,1,2011-10-28,"I stumbled upon this cozy spot one shopping afternoon, weary with hunger. My actual thought @ the time was ""I need a snack,"" when I  looked up & saw the sign. True story. The ONLY problem with shopping in SoHo is that there is a lack of affordable, tasty food choices. Snack is a welcomed spot. The 2nd thing that made me come in was that they have a ""people on yelp! love us"" sticker--& they definitely deserve it. The food is well proportioned, affordable, & delicious. It's not super cheap, lunch will run you a few dollars shy of $20, but it's more affordable than anything else in the neighborhood. I recommend the Lamb Sandwich--& I don't like lamb."
993,0,4.0,1,2011-10-18,"Snack is a solid pick!  On a sunny Monday in mid-October, the restaurant was full of people.  While the tables were occupied, the turn around was fairly quick.  With a hospitable, friendly wait staff, I did not feel rushed.   I enjoyed the Greek Salad.  Although modest and simple, the freshness was definitely apparent.   I will go back again -- from what I have heard, the savory pies are to die for."
994,0,4.0,1,2011-09-27,"What a wonderful Greek restaurant!  We had to wait an hour to get a table, but it was worth it.  They make every classic Greek favorite you could possibly be craving.  Everything we ordered came out tasty, fresh, and delicious.  We also enjoyed the cozy atmosphere and the super nice and accommodating staff.  The waitress was honestly concerned about how long we had been waiting.  She checked in with us and offered us a place at the bar to stand and drink while we waited for our table.  They were just absolutely wonderful and the food was great!  We will definitely be returning!"
995,0,5.0,1,2011-09-23,"It may have been rainy outside, but Snack was cozy, toasty...and Greek! I arrived just-in-time to snag a warmly-lit window seat and avoided the dinner rush!   The super-friendly waitress kicked things off with a flight of savory spinach and cheese pies.  For my main, the veal meatballs made fast friends with prunes and a red wine reduction.  I washed it all down with a cup of honey-spiked tea.  I'll definitely have to hit this mediterranean oasis again! (I'm curious about the iced, Greek coffee.)"
996,0,4.0,1,2011-09-18,Exploring SOHO and after searching for what felt like an eternity for non street vendor food we stumbled on this gem. Saw all those great reviews on their store window so decided to go in. This small little resto impressed with big flavours and fresh ingredients. Ordered their lamb sandwich (so yummy) and chicken slovaki sandwich. I wish we had a place like that here in Toronto.
997,0,4.0,1,2011-09-04,"On a Friday night, my boyfriend, my roommate, and I were craving Greek, so we were excited to find Snack was so close to us. We got worried when we noticed that the whole restaurant was 4 or 5 tables, but luckily they were able to seat us right away. We ordered tzatziki to start, I got the avgolemono as my meal (wasn't too hungry), and both my roommate and boyfriend got the lamb stifado. The boyfriend had been eyeing the boneless lamb rib, but the server told him if he was hungry, it probably wouldn't be enough food. We also had baklava for dessert. The tzatziki was definitely five stars. Creamy, flavorful, and served with soft pita triangles fresh out of the oven. Even better, our waitress refilled our pita basket several times when we asked! The avgolemono was also really good and had lots of lemon to it, although I would have liked a bit more orzo and more than two bits of chicken in the whole bowl... Both my roommate and boyfriend loved the lamb stifado. The lamb was tender, perfectly seasoned, and the portion was generous. It also came with a delicious rice pilaf. The service was also very friendly, and you could tell our waitress knew the menu well. The only reason Snack doesn't get five stars is their baklava. While it was a pretty big portion, it was really dry. All in all, I'd definitely go back, but I don't think we'd get the baklava again."
998,0,5.0,1,2011-09-03,"Take my advise and order anything from here and it'll be good. But whatever you do, please order the Greek style iced coffee. Please. OMG. Heaven on earth."
999,0,4.0,1,2011-08-01,"Came here for dinner. They do not have the chicken potato butter bean salad for dinner, which I was craving, but the upside is I got to explore other parts of the menu. Like the gigantes bean salad. I could eat a double portion of that with some pita for dinner. The flavors here are fresh and delicious, and their pastitsio is like a favorite memory - beef and mac and cheese wrapped in cream and nutmeg and cinnamon. Upscale comfort food. I had the little shoe, which is like the vegetarian mousaka plus ground sirloin. I love this place - it churns out really heartwarming meals. I just wish it was slightly less expensive."
1000,0,4.0,1,2011-07-11,"The salad special (poached chix, goat cheese toasts, tom, eggplant, etc etc) was SO GOOD! The dressing is tasty enough to make anything delish. Cute (and tiny) place, too."
1001,0,5.0,1,2011-07-09,Very good food
1002,0,4.0,1,2011-06-17,"Just got back to my desk, I can still taste the insane goodness that was the highly recommended lamb sandwich. I know, I should wait until the spell has worn off to review my lunch. I don't care, THE WORLD NEEDS TO KNOW. Get the lamb. Just do it. $16 for lunch for 2 people, we split the lamb sandwich (how many times can I say 'lamb' in this review?) and the tzatziki with pita. The sangwich was perfect. The aioli was unlike any other I've had, though I'll admit I don't eat enough Greek food. It had some bite, so the tzatziki was a perfect, cooling accompaniment. Don't have the same complaints about it being a tight space since we sat on one of the 3 benches outside to enjoy the day. I definitely think take-out is the way to do lunch here. lamb lamb lamb. (7, and those 3 count)"
1003,0,3.0,1,2011-06-12,"Snack is a tiny restaurant tucked away in the village with a dim, casual, and cozy ambience serving authentic Greek food. It's more of a take out style Greek restaurant with table service. By night, candles appear on every table, and a separate menu for dinner is served that's not available during the day. The waitress had to pull out the table, also very tiny in order for me to sit on the inside without disturbing the table next to us. Even if you're a double zero you can't fit through the space in between the tables, which are only inches apart. There's no privacy, I heard everything loud and clear from left and right. Since it's such a small space, the waitress is constantly by your side and making sure if everything is all right. We enjoyed our meal with soda from Boylan (100% natural) and Greek fruit juice. Every dish has a nice blend of fresh ingredients. 1. Tzatziki - Greek yogurt dip with crunchy shreds of cucumber, served with warm pita. 2. Spinach Pie - More like a thin triangular hot pocket than an actual pie, flakey crust, and the right amount of filling. 3. Greek Salad - It's still a salad, not much to say. 4. Vegetarian Mousaka - Eggplants, mushrooms, potatoes with béchamel sauce, like a vegetarian lasagna. 5. Braised Lamb Stifado - Flavorful and tender lamb with tiny sweet onions comes with currant, apricot and almond pilaf (flavored rice)."
1004,0,3.0,1,2011-06-06,"it is small and really cute place in SOHO. Clean and friendly service. I had the greek salad - it is over priced. The portion is small and it has only feta cheese, cucumber and onion. Taste is good and I will probably go back, but the portion is too small compare to the price."
1005,0,4.0,1,2011-05-31,"I crave Snack's delicious food at least once per week. I love so many dishes on the menu.  The veal meatballs, the lamb sandwich, the tasty Greek salad and the freshest tzadziki make me happy.  I also love the lemon potatoes and have been known to cobble a meal out of those and the aforementioned tzadziki. Everything is quality and they have excellent Greek wines on the menu."
1006,0,5.0,1,2011-05-26,"I have a confession to make! While observing Pre Easter Lent I was dreaming about 2 things: steak from a grill and a lamb sandwich from Snack... Thats how good it is!!! Don't get me wrong, there is a wide variety of amazing items on their menu, it's just that particular sandwich really got my soft spot! My personal conspiracy theory is that they actually put some kind of a drug into it, like those Chinese ppl do, so you just HAVE to come back for more!!! The place itself is as small as it is cute. Perfect for a little get together with a long lost friend, but I would assume reservations are required for dinner hours... The staff is super cool, attentive and accommodating. Considering the fact that I am a very detail oriented person, I get so excited about eating there, that no matter how many times I go there ordering the same things, I always forget the name of their special Greek coffee, which apparently is a frapuccino and an iced one for that matter, haha. I wrote it down last time i was there and now they will finally have to stop making me that complimentary batch of my imaginary coffee. I think that $14 for lunch is pretty steep of a price, but I do believe it is worth it, thus I cannot take off not even a single star!!!"
1007,0,4.0,1,2011-05-10,Just grabbed lunch here for the first time. Got the pikilia plate. Will definitely be coming back again! Helpful staff and they made my to-go lunch order quite fast.
1008,0,4.0,1,2011-04-30,"Really charming and intimate setting-- don't understand why the restaurant is called Snack, but the Greek food is great. Our favorites were the veal kibbe/ meatballs (they melt in tour mouth) and roasted feta which was off the menu. We had the mixed mezze starter which was also very nice, but all three dishes are more than enough for two people.. Our waitress was fantastic and really knew the menu inside and out. Will probably return soon..."
1009,0,4.0,1,2011-04-18,"This place awfully small, but don't under estimate the place size for the quality of food. I really enjoyed eating here, it seems they make it fresh once you order, it's not per-made food. I ordered spinach and cheese puff (i forgot the real name), but taste yummy. Tips: Place gets crowded after 9 pm"
1010,0,4.0,1,2011-04-05,"Oh my goodness! For some reason I have never gotten into Greek cuisine, but after one dinner here, consider me among the converted. This place made me think past feta cheese and gyros and opened up a world of delicate, delicious Greek delicacies. Portions are surprisingly big -- after just two appetizers I was forcing myself to finish my entree. The place is TINY, so get there early (even on a weeknight), because it fills up fast."
1011,0,3.0,1,2011-04-03,"Decent mediterranean place. The space is very small, but the dishes are fresh and the service is friendly. A little overpriced in my opinion, and I don't understand why there's an extra charge for pita, especially with soup or hummus... Beet salad is very fresh, but too large for being JUST a beet salad. Soups are also tasty and hearty, in particular the lentil soup, but a tad on the salty side."
1012,0,3.0,1,2011-03-24,"Small and simple Greek restaurant with some original items on menu. Food was good, not great and a tad over-priced. Seriously, $16 for some hummus and pita?"
1013,0,5.0,1,2011-03-15,oh my god.  i literally just finished the vegetarian moussaka two minutes ago and i can say without a doubt that this is one of the best lunches i've had in a long time.   ordered takeout so can't comment on the dining experience but i will definitely be back.
1014,0,4.0,1,2011-03-05,"What a lovely little find! Super cutesy little precious jewelry box of a restaurant. I came here for lunch on my own and found it empty, save for one other patron. There are only about five or six tiny little tables, so I imagine it would be tough were it crowded, but it's the perfect spot to dine alone. I ordered the pastitsio without really knowing what it was and HOLY CRAP. It's a beefy, macaroni-y, béchamel-y pie of goodness in your belly. The server was sweet and chill and they serve Boylan's sodas. I will be back!"
